 年,月,日,时,降雨量,H,流量,HDam1,Dam1in,Dam1out,HDam2,Dam2in,Dam2out
 1995  ,    5  ,   14  ,    2  ,          0.000  ,          0.347  ,         238.352  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   14  ,    3  ,          0.000  ,          0.338  ,         232.331  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   14  ,    4  ,          0.000  ,          0.330  ,         226.549  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   14  ,    5  ,          0.000  ,          0.322  ,         220.978  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   14  ,    6  ,          0.000  ,          0.314  ,         215.574  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   14  ,    7  ,          0.000  ,          0.306  ,         210.371  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   14  ,    8  ,          0.000  ,          0.299  ,         205.356  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   14  ,    9  ,          0.000  ,          0.292  ,         200.604  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   14  ,   10  ,          0.000  ,          0.286  ,         196.093  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   14  ,   11  ,          0.000  ,          0.279  ,         191.706  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   14  ,   12  ,          0.000  ,          0.273  ,         187.577  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   14  ,   13  ,          0.000  ,          0.267  ,         183.517  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   14  ,   14  ,          0.000  ,          0.262  ,         179.643  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   14  ,   15  ,          0.000  ,          0.256  ,         175.930  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   14  ,   16  ,          0.000  ,          0.251  ,         172.395  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   14  ,   17  ,          0.000  ,          0.246  ,         168.990  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   14  ,   18  ,          0.000  ,          0.241  ,         165.684  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   14  ,   19  ,          0.000  ,          0.237  ,         162.526  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   14  ,   20  ,          0.000  ,          0.232  ,         159.405  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   14  ,   21  ,          0.000  ,          0.228  ,         156.370  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   14  ,   22  ,          0.000  ,          0.223  ,         153.372  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   14  ,   23  ,          0.000  ,          0.219  ,         150.421  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   14  ,   24  ,          0.000  ,          0.215  ,         147.525  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   15  ,    1  ,          0.000  ,          0.211  ,         144.672  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   15  ,    2  ,          0.000  ,          0.207  ,         141.884  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   15  ,    3  ,          0.000  ,          0.203  ,         139.141  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   15  ,    4  ,          0.000  ,          0.199  ,         136.448  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   15  ,    5  ,          0.000  ,          0.195  ,         133.835  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   15  ,    6  ,          0.000  ,          0.191  ,         131.272  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   15  ,    7  ,          0.000  ,          0.188  ,         128.813  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   15  ,    8  ,          0.000  ,          0.184  ,         126.453  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   15  ,    9  ,          0.000  ,          0.181  ,         124.128  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   15  ,   10  ,          0.000  ,          0.178  ,         121.877  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   15  ,   11  ,          0.000  ,          0.174  ,         119.684  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   15  ,   12  ,          0.000  ,          0.171  ,         117.594  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   15  ,   13  ,          0.000  ,          0.168  ,         115.574  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   15  ,   14  ,          0.000  ,          0.166  ,         113.653  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   15  ,   15  ,          0.000  ,          0.163  ,         111.808  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   15  ,   16  ,          0.000  ,          0.160  ,         109.993  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   15  ,   17  ,          0.000  ,          0.158  ,         108.228  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   15  ,   18  ,          0.000  ,          0.155  ,         106.579  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   15  ,   19  ,          0.000  ,          0.153  ,         104.948  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   15  ,   20  ,          0.000  ,          0.151  ,         103.369  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   15  ,   21  ,          0.000  ,          0.148  ,         101.805  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   15  ,   22  ,          0.000  ,          0.146  ,         100.403  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   15  ,   23  ,          0.000  ,          0.144  ,          98.989  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   15  ,   24  ,          0.000  ,          0.142  ,          97.564  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   16  ,    1  ,          0.000  ,          0.140  ,          96.148  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   16  ,    2  ,          0.000  ,          0.138  ,          94.754  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   16  ,    3  ,          0.000  ,          0.136  ,          93.386  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   16  ,    4  ,          0.000  ,          0.134  ,          92.052  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
