 年,月,日,时,降雨量,H,流量,HDam1,Dam1in,Dam1out,HDam2,Dam2in,Dam2out
 1995  ,    5  ,   11  ,   13  ,          0.475  ,          0.838  ,         575.364  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   11  ,   14  ,          3.900  ,          0.936  ,         642.605  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   11  ,   15  ,          0.026  ,          1.556  ,        1068.493  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   11  ,   16  ,          0.508  ,          2.289  ,        1571.469  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   11  ,   17  ,          0.221  ,          2.157  ,        1480.886  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   11  ,   18  ,          0.221  ,          2.278  ,        1564.066  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   11  ,   19  ,          0.672  ,          2.644  ,        1815.520  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   11  ,   20  ,          0.337  ,          2.780  ,        1908.509  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   11  ,   21  ,          0.573  ,          2.702  ,        1855.261  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   11  ,   22  ,          0.429  ,          2.625  ,        1801.803  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   11  ,   23  ,          0.377  ,          2.565  ,        1760.684  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   11  ,   24  ,          0.162  ,          2.476  ,        1699.792  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   12  ,    1  ,          0.000  ,          2.362  ,        1621.620  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   12  ,    2  ,          0.000  ,          2.256  ,        1548.894  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   12  ,    3  ,          0.000  ,          2.155  ,        1479.211  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   12  ,    4  ,          0.000  ,          2.056  ,        1411.520  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   12  ,    5  ,          0.000  ,          1.963  ,        1347.684  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   12  ,    6  ,          0.000  ,          1.872  ,        1285.153  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   12  ,    7  ,          0.000  ,          1.785  ,        1225.518  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   12  ,    8  ,          0.000  ,          1.706  ,        1170.987  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   12  ,    9  ,          0.000  ,          1.627  ,        1116.689  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   12  ,   10  ,          0.000  ,          1.549  ,        1063.426  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   12  ,   11  ,          0.000  ,          1.475  ,        1012.741  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   12  ,   12  ,          0.000  ,          1.406  ,         965.540  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   12  ,   13  ,          0.000  ,          1.338  ,         918.404  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   12  ,   14  ,          0.000  ,          1.271  ,         872.528  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   12  ,   15  ,          0.000  ,          1.208  ,         829.271  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   12  ,   16  ,          0.000  ,          1.151  ,         790.161  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   12  ,   17  ,          0.000  ,          1.097  ,         753.285  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   12  ,   18  ,          0.000  ,          1.047  ,         718.608  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   12  ,   19  ,          0.000  ,          1.000  ,         686.284  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   12  ,   20  ,          0.000  ,          0.957  ,         656.960  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   12  ,   21  ,          0.000  ,          0.916  ,         629.176  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   12  ,   22  ,          0.000  ,          0.878  ,         602.471  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   12  ,   23  ,          0.000  ,          0.841  ,         577.319  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   12  ,   24  ,          0.000  ,          0.809  ,         555.200  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   13  ,    1  ,          0.000  ,          0.775  ,         532.063  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   13  ,    2  ,          0.000  ,          0.743  ,         510.213  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   13  ,    3  ,          0.000  ,          0.713  ,         489.749  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   13  ,    4  ,          0.000  ,          0.688  ,         472.120  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   13  ,    5  ,          0.000  ,          0.661  ,         453.970  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   13  ,    6  ,          0.000  ,          0.636  ,         436.776  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   13  ,    7  ,          0.000  ,          0.613  ,         420.583  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   13  ,    8  ,          0.000  ,          0.590  ,         405.109  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   13  ,    9  ,          0.000  ,          0.569  ,         390.743  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   13  ,   10  ,          0.000  ,          0.550  ,         377.416  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   13  ,   11  ,          0.000  ,          0.531  ,         364.860  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   13  ,   12  ,          0.000  ,          0.515  ,         353.220  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   13  ,   13  ,          0.000  ,          0.499  ,         342.282  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   13  ,   14  ,          0.000  ,          0.484  ,         332.045  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   13  ,   15  ,          0.000  ,          0.470  ,         322.334  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   13  ,   16  ,          0.000  ,          0.456  ,         313.135  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   13  ,   17  ,          0.000  ,          0.443  ,         304.406  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   13  ,   18  ,          0.000  ,          0.431  ,         296.100  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   13  ,   19  ,          0.000  ,          0.419  ,         287.921  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   13  ,   20  ,          0.000  ,          0.408  ,         280.091  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   13  ,   21  ,          0.000  ,          0.397  ,         272.612  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   13  ,   22  ,          0.000  ,          0.387  ,         265.473  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   13  ,   23  ,          0.000  ,          0.377  ,         258.598  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   13  ,   24  ,          0.000  ,          0.367  ,         251.941  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   14  ,    1  ,          0.000  ,          0.358  ,         245.517  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   14  ,    2  ,          0.000  ,          0.349  ,         239.300  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   14  ,    3  ,          0.000  ,          0.340  ,         233.266  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   14  ,    4  ,          0.000  ,          0.331  ,         227.438  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   14  ,    5  ,          0.000  ,          0.323  ,         221.824  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   14  ,    6  ,          0.000  ,          0.315  ,         216.379  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   14  ,    7  ,          0.000  ,          0.308  ,         211.132  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   14  ,    8  ,          0.000  ,          0.300  ,         206.087  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   14  ,    9  ,          0.000  ,          0.293  ,         201.302  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   14  ,   10  ,          0.000  ,          0.287  ,         196.772  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   14  ,   11  ,          0.000  ,          0.280  ,         192.341  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   14  ,   12  ,          0.000  ,          0.274  ,         188.155  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   14  ,   13  ,          0.000  ,          0.268  ,         184.044  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   14  ,   14  ,          0.000  ,          0.262  ,         180.114  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   14  ,   15  ,          0.000  ,          0.257  ,         176.354  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   14  ,   16  ,          0.000  ,          0.252  ,         172.779  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   14  ,   17  ,          0.000  ,          0.247  ,         169.336  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   14  ,   18  ,          0.000  ,          0.242  ,         165.997  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   14  ,   19  ,          0.000  ,          0.237  ,         162.823  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   14  ,   20  ,          0.000  ,          0.233  ,         159.691  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   14  ,   21  ,          0.000  ,          0.228  ,         156.646  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   14  ,   22  ,          0.000  ,          0.224  ,         153.651  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   14  ,   23  ,          0.000  ,          0.220  ,         150.703  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   14  ,   24  ,          0.000  ,          0.215  ,         147.811  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   15  ,    1  ,          0.000  ,          0.211  ,         144.965  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   15  ,    2  ,          0.000  ,          0.207  ,         142.190  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   15  ,    3  ,          0.000  ,          0.203  ,         139.454  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   15  ,    4  ,          0.000  ,          0.199  ,         136.778  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   15  ,    5  ,          0.000  ,          0.195  ,         134.182  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   15  ,    6  ,          0.000  ,          0.192  ,         131.645  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   15  ,    7  ,          0.000  ,          0.188  ,         129.219  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   15  ,    8  ,          0.000  ,          0.185  ,         126.902  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   15  ,    9  ,          0.000  ,          0.182  ,         124.623  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   15  ,   10  ,          0.000  ,          0.178  ,         122.413  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   15  ,   11  ,          0.000  ,          0.175  ,         120.262  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   15  ,   12  ,          0.000  ,          0.172  ,         118.201  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   15  ,   13  ,          0.000  ,          0.169  ,         116.208  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   15  ,   14  ,          0.000  ,          0.166  ,         114.297  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   15  ,   15  ,          0.000  ,          0.164  ,         112.467  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   15  ,   16  ,          0.000  ,          0.161  ,         110.649  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   15  ,   17  ,          0.000  ,          0.159  ,         108.860  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   15  ,   18  ,          0.000  ,          0.156  ,         107.198  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   15  ,   19  ,          0.000  ,          0.154  ,         105.527  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   15  ,   20  ,          0.000  ,          0.151  ,         103.935  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   15  ,   21  ,          0.000  ,          0.149  ,         102.307  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   15  ,   22  ,          0.000  ,          0.147  ,         100.877  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   15  ,   23  ,          0.000  ,          0.145  ,          99.418  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   15  ,   24  ,          0.000  ,          0.143  ,          97.970  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   16  ,    1  ,          0.000  ,          0.141  ,          96.523  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   16  ,    2  ,          0.000  ,          0.139  ,          95.093  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   16  ,    3  ,          0.000  ,          0.136  ,          93.695  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
 1995  ,    5  ,   16  ,    4  ,          0.000  ,          0.134  ,          92.333  ,  -107374176.000  ,           0.000  ,           0.000  ,  -107374176.000  ,           0.000  ,           0.000
